#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2022-01-29T15:41:41 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ61f55e983eb8ef	
#INFO	-out.max=unlimited	
#INFO	queryParameters=25	
#-oc.form=dec
#-out.max=unlimited
#-sort=_r
#-nav=cat:B/gcvs&tab:{B/gcvs/gcvs_cat}&key:source=B/gcvs/gcvs_cat&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=B/gcvs/gcvs_cat
#-order=I
#-out=GCVS
#-out=n_GCVS
#-out=RAJ2000
#-out=DEJ2000
#-out=VarType
#-out=magMax
#magMax=<14.2
#-out=Epoch
#-out=Period
#Period=<3
#-out=SpType
#-out=Exists
#-out=VarName
#AFOEV=AFOEV
#Simbad=Simbad
#

#RESOURCE=yCat_102025
#Name: B/gcvs
#Title: General Catalogue of Variable Stars (Samus+, 2007-2017)
#Table	B_gcvs_gcvs_cat:
#Name: B/gcvs/gcvs_cat
#Title: GCVS catalog (GCVS 5.1, version Oct, 2020)
#Column	GCVS	(A10)	Variable star designation (2)	[ucd=meta.id;meta.main]
#Column	n_GCVS	(A1)	[*] indicates a remark in "gcvs_rem.dat" file	[ucd=meta.note]
#Column	RAJ2000	(A11)	? Hours RA, equinox J2000.0 (G1)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A11)	? Degrees Dec, equinox J2000.0 (G1)	[ucd=pos.eq.dec;meta.main]
#Column	VarType	(a10)	Type of variability (see file "vartype.txt")	[ucd=meta.code;src.var]
#Column	magMax	(F6.3)	? Magnitude at maximum brightness	[ucd=phot.mag]
#Column	Epoch	(F11.5)	? Epoch for maximum light, Julian days (G5)	[ucd=time.epoch]
#Column	Period	(F16.10)	? Period of the variable star	[ucd=time.period]
#Column	SpType	(a17)	Spectral type	[ucd=src.spType]
#Column	Exists	(A12)	Cases of non-existence of the variable etc. (12)	[ucd=meta.note]
#Column	VarName	(A11)	Variable star designation (17)	[ucd=meta.id]
GCVS|n_GCVS|RAJ2000|DEJ2000|VarType|magMax|Epoch|Period|SpType|Exists|VarName
V6571 Sgr |x|20 00 23.05|-25 23 17.5|RRAB      |12.420|57864.81500|    0.6664305000|                 |            |V6571 Sgr
V6576 Sgr |x|20 03 59.43|-43 20 15.8|EB        |13.850|57702.58250|    0.4889554000|                 |            |V6576 Sgr
V6578 Sgr |x|20 05 51.76|-40 54 28.6|EW        |14.100|57454.90640|    0.3565904000|                 |            |V6578 Sgr
V6580 Sgr |x|20 07 26.92|-44 54 51.7|DSCT      |12.860|57704.58560|    0.1230644000|                 |            |V6580 Sgr
V6582 Sgr |x|20 09 16.27|-42 07 47.2|RRAB      | 9.860|58344.76000|    0.5512470000|                 |            |V6582 Sgr
V6583 Sgr |x|20 09 51.28|-33 51 18.9|EW        |12.400|58303.79800|    0.3397060000|                 |            |V6583 Sgr
rho 1 Sgr |x|19 21 40.36|-17 50 49.9|DSCTC     | 3.900|           |    0.0500000000|F0IV-V           |            |rho 1 Sgr
UU Sco    |x|16 07 33.54|-24 03 12.3|RRC       |12.500|40060.24000|    0.3653300000|                 |            |UU    Sco
AL Sco    |*|16 48 13.08|-32 56 42.4|EA/SD     |11.200|25086.13500|    1.5322490000|F:               |            |AL    Sco
AR Sco    |*|16 21 47.27|-22 53 10.1|DSCT      |14.100|44025.41300|    0.1485354000|                 |            |AR    Sco
AU Sco    |*|16 34 11.60|-26 36 51.6|RRAB      |13.500|40764.23800|    0.6336878000|                 |            |AU    Sco
BF Sco    |x|16 48 32.78|-30 07 40.6|RR        |13.700|24623.70000|    0.4244000000|                 |            |BF    Sco
BT Sco    |*|16 12 55.58|-08 27 28.0|RRAB      |13.000|29440.32000|    0.5486875000|                 |            |BT    Sco
CF Sco    |*|16 32 51.67|-28 16 31.6|EW        |13.300|40396.45210|    0.4835616000|                 |            |CF    Sco
V0385 Sco |*|17 38 09.49|-37 42 20.0|E/D       |10.900|24711.69000|    2.3451500000|B9               |            |V0385 Sco
V0386 Sco |x|17 40 55.05|-34 41 03.8|EA/SD     |13.000|28161.03030|    1.7769250000|                 |            |V0386 Sco
V0387 Sco |*|17 41 01.59|-36 01 05.8|E         |12.100|26120.57000|    1.3749400000|                 |            |V0387 Sco
V0403 Sco |*|17 52 01.40|-36 29 30.6|EA/KE:    |13.500|30965.26000|    1.0408722000|                 |            |V0403 Sco
V0412 Sco |*|17 53 14.67|-36 10 08.5|EW/KW     |13.800|26179.22500|    0.4206620000|                 |            |V0412 Sco
V0422 Sco |x|17 54 45.95|-37 43 03.0|E/SD      |14.000|25418.43000|    1.0762000000|                 |            |V0422 Sco
V0457 Sco |*|17 08 02.46|-35 57 40.8|EA/DM     |10.600|27182.63000|    2.0073800000|                 |            |V0457 Sco
V0458 Sco |x|17 08 07.13|-30 19 04.9|EA/SD     |12.500|25386.43500|    0.7996540000|                 |            |V0458 Sco
V0466 Sco |*|17 12 26.50|-32 13 03.7|EB/SD     |13.400|26813.57000|    1.0112300000|                 |            |V0466 Sco
V0467 Sco |*|17 15 19.30|-36 38 59.9|EA/SD     |11.700|26503.43000|    2.4134200000|                 |            |V0467 Sco
V0474 Sco |*|17 18 51.38|-31 34 58.8|EB        |10.300|26472.51000|    1.6200400000|B3-5             |            |V0474 Sco
V0480 Sco |x|17 29 47.07|-32 59 14.7|EA/SD     |14.000|28342.41400|    2.6109550000|                 |            |V0480 Sco
V0487 Sco |*|17 35 05.83|-34 23 45.0|RRC       |11.110|41456.61100|    0.3291410000|A3-F8            |            |V0487 Sco
V0494 Sco |*|17 40 48.48|-31 32 31.8|RRAB      |10.620|41126.38800|    0.4273326000|A5-F5:           |            |V0494 Sco
V0496 Sco |*|17 43 02.61|-32 22 13.7|EA/SD     |11.100|27299.34000|    2.1925000000|F5               |            |V0496 Sco
V0497 Sco |*|17 45 26.18|-34 08 44.1|EA/SD     |13.500|28425.20900|    1.2893430000|                 |            |V0497 Sco
V0499 Sco |*|17 29 02.34|-33 00 16.2|EB/DM     | 8.250|28340.40500|    2.3332977000|B1V              |            |V0499 Sco
V0501 Sco |x|17 15 03.20|-42 01 32.9|EW/KE     |13.200|26119.56800|    0.8934800000|                 |            |V0501 Sco
V0504 Sco |x|17 18 42.41|-38 44 46.3|E/SD:     |13.700|26118.52300|    2.5900120000|                 |            |V0504 Sco
V0506 Sco |x|17 23 12.35|-39 11 39.6|E/SD      |13.300|25423.49000|    2.1381700000|                 |            |V0506 Sco
V0509 Sco |x|17 26 15.12|-40 36 18.2|EW/KE     |12.800|26561.45000|    0.7697460000|                 |            |V0509 Sco
V0513 Sco |x|17 29 46.47|-40 46 44.7|E/SD      |12.900|26091.50400|    1.2690200000|                 |            |V0513 Sco
V0514 Sco |x|17 29 43.80|-39 39 02.4|RRAB      |13.300|26183.37000|    0.6000500000|                 |            |V0514 Sco
V0517 Sco |x|17 35 53.29|-44 22 24.9|CEP       |13.700|26179.44000|    1.1762780000|                 |            |V0517 Sco
V0519 Sco |x|17 36 46.93|-43 30 03.9|E         |13.800|26181.22000|    0.6558150000|                 |            |V0519 Sco
V0521 Sco |x|17 36 59.48|-42 47 56.2|RRAB      |13.700|26561.46000|    0.4781600000|                 |            |V0521 Sco
V0522 Sco |x|17 39 40.69|-40 43 39.3|RRAB      |14.100|26179.37600|    0.5095820000|                 |            |V0522 Sco
V0523 Sco |x|17 39 51.87|-42 07 57.1|EW/KW     |14.000|26183.30000|    0.4820180000|                 |            |V0523 Sco
V0536 Sco |x|17 44 10.38|-43 44 12.3|RRAB      |13.500|30962.18700|    0.4410321000|                 |            |V0536 Sco
V0538 Sco |x|17 46 32.05|-44 55 41.4|E         |14.100|26215.21100|    0.6186200000|                 |            |V0538 Sco
V0543 Sco |x|17 47 40.81|-42 53 08.0|EA/SD     |12.000|31204.52600|    0.9333668000|                 |            |V0543 Sco
V0546 Sco |x|17 49 20.65|-41 59 49.9|EW/KW     |13.800|26186.23000|    0.4470380000|                 |            |V0546 Sco
V0552 Sco |x|17 51 32.23|-43 02 14.5|RRAB      |12.900|30994.24530|    0.6889120000|                 |            |V0552 Sco
V0557 Sco |x|17 58 24.55|-41 50 30.4|DSCT      |13.200|30913.31570|    0.1094756700|                 |            |V0557 Sco
V0559 Sco |x|16 15 03.97|-09 47 07.1|RRAB      |13.600|30039.15600|    0.5407797800|                 |            |V0559 Sco
V0562 Sco |*|16 44 30.24|-37 48 05.3|EA/KE     |11.600|29113.19000|    1.0549970000|                 |            |V0562 Sco
V0569 Sco |*|16 50 02.40|-42 36 08.4|EA/DM     |10.700|27923.60000|    1.0472380000|A3               |            |V0569 Sco
V0571 Sco |x|16 52 17.04|-38 16 21.6|EA/SD:    |12.400|29458.42000|    2.1003990000|                 |            |V0571 Sco
V0574 Sco |*|16 54 29.40|-40 02 27.7|RRAB      |14.000|29841.24000|    0.5716640000|                 |            |V0574 Sco
V0575 Sco |*|16 54 24.46|-36 49 22.1|EA/SD:    |12.300|29846.29000|    0.6589390000|                 |            |V0575 Sco
V0581 Sco |*|16 56 18.71|-37 57 55.2|EA        |11.800|29470.53000|    0.5109990000|                 |            |V0581 Sco
V0583 Sco |x|16 57 01.45|-37 17 38.4|EA/SD:    |12.000|29486.34000|    0.9947280000|                 |            |V0583 Sco
V0584 Sco |*|16 57 08.86|-37 46 26.0|EB:/KE    |12.800|29458.38000|    0.5927510000|                 |            |V0584 Sco
V0586 Sco |*|16 57 32.22|-41 18 35.5|EA        |12.400|29428.53000|    0.9559370000|                 |            |V0586 Sco
V0589 Sco |*|16 58 00.06|-40 55 44.3|EA/SD     |12.800|29049.56000|    2.6145200000|                 |            |V0589 Sco
V0590 Sco |*|16 58 50.80|-42 22 13.6|EA/SD:    |10.680|28392.24000|    2.4728200000|B5               |            |V0590 Sco
V0591 Sco |x|16 58 52.98|-35 05 39.4|EA/SD:    |11.700|29486.44000|    0.7776840000|                 |            |V0591 Sco
V0592 Sco |*|16 59 28.04|-42 48 24.9|EB/KE     |12.800|28720.44000|    0.7801860000|                 |            |V0592 Sco
V0599 Sco |x|17 03 40.09|-38 45 06.2|EA        |13.700|28695.35000|    2.4754000000|                 |            |V0599 Sco
V0600 Sco |x|17 04 03.81|-38 45 37.8|RRAB      |12.500|29458.41000|    0.4552540000|                 |            |V0600 Sco
V0604 Sco |x|17 06 11.97|-40 01 33.3|EA/D:     |12.100|29428.53000|    1.5378900000|F8               |            |V0604 Sco
V0606 Sco |*|17 06 22.10|-37 41 30.9|EA        |11.900|27945.45000|    1.3428840000|                 |            |V0606 Sco
V0609 Sco |*|17 06 33.91|-36 53 45.1|EW/KE     |13.200|29458.24000|    1.0550470000|                 |            |V0609 Sco
V0612 Sco |*|17 09 52.98|-42 38 54.6|EA/SD:    |12.000|29793.28000|    1.0627000000|                 |            |V0612 Sco
V0613 Sco |*|17 11 48.63|-37 54 16.9|EA/SD:    |13.600|29403.41000|    2.7117900000|                 |            |V0613 Sco
V0616 Sco |*|17 13 13.32|-42 59 03.2|EA/DM     |12.000|29750.64000|    0.8441100000|F8               |            |V0616 Sco
V0619 Sco |*|17 14 16.05|-41 21 21.0|EB/KE     |11.900|29458.23000|    0.7546200000|                 |            |V0619 Sco
V0620 Sco |*|17 14 04.40|-37 58 27.9|EA/SD     |12.700|29486.38000|    2.5711900000|                 |            |V0620 Sco
V0622 Sco |*|17 14 53.36|-42 29 15.2|EA/DM     |13.600|27592.48000|    1.5085200000|                 |            |V0622 Sco
V0625 Sco |*|17 17 13.05|-42 34 18.4|EW/KW     |13.100|27601.27000|    0.4062880000|                 |            |V0625 Sco
V0626 Sco |x|17 17 11.19|-40 17 25.4|EA/D:     |11.400|29458.39000|    1.0336800000|A7               |            |V0626 Sco
V0627 Sco |*|17 17 31.86|-42 03 33.0|EA/KE     |13.400|27592.39000|    0.8320680000|                 |            |V0627 Sco
V0628 Sco |*|17 17 24.83|-36 52 07.6|EA/KE     |11.900|29458.56000|    1.1695660000|                 |            |V0628 Sco
V0631 Sco |*|17 19 33.40|-40 20 57.6|EA/KE     |12.900|29470.39000|    0.8237430000|                 |            |V0631 Sco
V0632 Sco |*|17 20 30.39|-43 04 34.3|EA/D:     |11.500|29049.52000|    1.6101680000|F                |            |V0632 Sco
V0633 Sco |*|17 21 20.44|-41 58 17.9|EB:/KE:   |11.900|29458.30000|    0.4933330000|                 |            |V0633 Sco
V0634 Sco |*|17 21 39.15|-36 45 11.1|EA/DM     |11.700|29458.23000|    1.2240280000|A                |            |V0634 Sco
V0638 Sco |*|17 24 07.26|-43 02 03.5|EA/D:     |11.300|27964.53000|    2.3582180000|A                |            |V0638 Sco
V0640 Sco |*|17 24 25.22|-39 44 51.5|EA/DM     |12.800|28339.31000|    1.7130200000|                 |            |V0640 Sco
V0642 Sco |x|17 25 44.59|-38 14 32.7|EA        |13.600|29486.28500|    0.8625700000|                 |            |V0642 Sco
V0690 Sco |*|17 57 38.65|-40 33 27.2|RRAB      |10.800|41797.59200|    0.4922551000|A7-F8            |            |V0690 Sco
V0700 Sco |*|17 31 13.16|-31 22 42.7|EB:/DM    |10.190|28066.28000|    2.3469000000|B5               |            |V0700 Sco
V0701 Sco |*|17 34 24.51|-32 30 16.0|EW/KE     | 8.630|43574.83580|    0.7618754700|B1:V:nn          |            |V0701 Sco
V0703 Sco |*|17 42 16.81|-32 31 23.6|DSCT      | 7.580|42979.39230|    0.1152177200|A9-G0            |            |V0703 Sco
V0710 Sco |*|17 52 35.72|-31 36 24.1|EB        |14.000|28360.33000|    0.4425772000|                 |            |V0710 Sco
V0713 Sco | |17 55 56.00|-33 19 02.8|RRAB      |13.800|28420.25100|    0.5505370000|                 |            |V0713 Sco
V0714 Sco |*|17 55 56.62|-31 42 47.2|EA        |12.200|28342.43100|    0.6982113000|                 |            |V0714 Sco
V0724 Sco | |17 48 45.47|-41 12 22.2|EA/SD:    |13.300|30500.39200|    2.0751770000|                 |            |V0724 Sco
V0732 Sco |*|17 33 48.35|-33 34 00.7|EA        |13.600|28774.45700|    1.2985010000|                 |            |V0732 Sco
V0738 Sco |*|17 48 55.32|-35 29 57.0|EA/SD     |13.300|28077.22600|    2.3935200000|                 |            |V0738 Sco
V0760 Sco |*|16 24 43.72|-34 53 37.5|EA/DM     | 7.040|38230.25000|    1.7309000000|B3:Vn            |            |V0760 Sco
V0765 Sco |x|15 50 54.92|-24 51 50.3|RRAB      |12.000|29806.19800|    0.4636602000|                 |            |V0765 Sco
V0766 Sco |x|15 51 36.69|-23 57 45.3|RRAB      |14.000|29816.23600|    0.5146130000|                 |            |V0766 Sco
V0771 Sco |x|16 03 51.54|-13 10 32.8|RRAB      |13.880|41132.54700|    0.5130626000|                 |            |V0771 Sco
V0783 Sco |x|16 08 36.35|-12 06 28.2|RRAB      |14.080|41118.57600|    0.5292990000|                 |            |V0783 Sco
V0784 Sco |x|16 08 48.90|-14 38 45.0|E         |13.100|35653.71100|    1.5260000000|                 |            |V0784 Sco
V0795 Sco |x|16 11 21.54|-13 55 49.3|RRAB      |14.000|35632.96800|    0.5123210000|                 |            |V0795 Sco
V0818 Sco |*|16 19 55.07|-15 38 25.0|XI        |11.100|40081.13000|    0.7873130000|pec(cont+e)      |            |V0818 Sco
V0821 Sco |*|17 47 34.96|-38 58 11.2|EW/KW     |14.100|31265.53800|    0.4671846000|                 |            |V0821 Sco
V0827 Sco |*|17 51 23.87|-39 07 59.5|EB/KE     |13.900|31268.40700|    1.1450670000|                 |            |V0827 Sco
V0829 Sco |x|17 53 00.20|-45 21 22.5|RRAB      |14.000|31269.26700|    0.6623521000|                 |            |V0829 Sco
V0831 Sco | |17 53 43.67|-42 57 38.8|RRAB      |13.800|30877.36900|    0.4704326000|                 |            |V0831 Sco
V0833 Sco |*|17 53 56.04|-36 32 02.4|EB/KE     |11.000|31293.22400|    1.1878270000|F0               |            |V0833 Sco
V0838 Sco |*|17 55 27.66|-41 41 45.1|EB/KE     |13.000|31287.19300|    0.5602150000|                 |            |V0838 Sco
V0842 Sco |*|17 56 13.03|-43 46 23.7|EW/KW     |11.500|31233.54300|    0.4982826000|                 |            |V0842 Sco
V0843 Sco |*|17 56 35.45|-36 42 22.3|EA/SD     |10.400|30970.27000|    0.9836290000|                 |            |V0843 Sco
V0848 Sco |*|17 57 36.01|-36 57 39.4|EW:/KW:   |12.700|30973.27600|    0.4613166000|                 |            |V0848 Sco
V0853 Sco |*|17 58 38.91|-41 29 23.3|EA/KE     |13.800|30998.29800|    1.2984500000|                 |            |V0853 Sco
V0854 Sco |x|16 13 15.60|-09 53 23.7|DSCT      |13.000|29382.25700|    0.1024012400|                 |            |V0854 Sco
V0858 Sco |*|16 11 57.60|-27 04 09.3|RRAB      |13.400|40685.40600|    0.4785200000|                 |            |V0858 Sco
V0859 Sco |x|16 15 33.82|-25 36 04.7|RRAB      |13.500|40734.35100|    0.4615500000|                 |            |V0859 Sco
V0863 Sco |x|16 05 00.94|-25 29 01.2|RRAB      |13.800|40413.22600|    0.6725100000|                 |            |V0863 Sco
V0865 Sco |x|16 06 04.25|-25 52 30.1|RRAB      |13.500|40651.46700|    0.5517700000|                 |            |V0865 Sco
V0881 Sco |x|16 42 08.09|-33 46 00.5|E         | 8.800|28772.35000|    2.4916000000|A0               |            |V0881 Sco
V0883 Sco |*|16 57 52.45|-37 59 47.5|EB/KE     | 7.340|43285.79400|    1.2948400000|B2.5Vn           |            |V0883 Sco
V0900 Sco |*|16 53 58.85|-41 59 39.6|ELL:      | 6.290|42469.86000|    2.6300000000|B0.5Iae          |            |V0900 Sco
V0904 Sco |x|17 29 56.74|-41 03 23.6|E         |10.000|14862.58800|    2.5339930000|A0               |            |V0904 Sco
V0906 Sco |*|17 53 54.77|-34 45 09.8|EA/DM     | 5.960|39649.81900|    2.7858470000|B9V+B9V          |            |V0906 Sco
V0911 Sco |*|16 52 27.42|-40 43 23.4|ACV       | 6.320|           |    1.8500000000|B9p(Si)          |            |V0911 Sco
V0913 Sco |*|15 58 34.87|-24 49 53.4|SXARI     | 5.400|           |    0.4920000000|B4IV-Vp(He weak) |            |V0913 Sco
V0919 Sco |*|16 52 19.25|-41 51 16.3|WR        | 6.450|           |    2.0000000000|WN7+O-B1I        |            |V0919 Sco
V0920 Sco |*|16 54 43.17|-41 49 35.5|BCEP      | 9.850|           |    0.1012000000|B1V(n)           |            |V0920 Sco
V0922 Sco |*|17 02 53.83|-38 27 36.8|DSCTC     | 7.450|           |    0.0500000000|A1IV             |            |V0922 Sco
V0927 Sco |*|15 54 39.53|-25 14 37.5|SXARI     | 5.800|44256.57200|    1.4593700000|B8IIIp(He weak)  |            |V0927 Sco
V1198 Sco |x|16 53 59.31|-41 53 04.0|LPB:      |11.890|           |    0.6060000000|                 |            |V1198 Sco
V1199 Sco | |16 54 01.86|-41 53 23.8|DSCTC     |13.990|           |    0.0640000000|                 |            |V1199 Sco
V1201 Sco |x|16 54 10.72|-41 47 47.4|LPB:      |10.600|           |    0.7140000000|B2IV-V           |            |V1201 Sco
V1204 Sco |x|16 54 15.72|-41 49 32.4|BCEP:     |10.170|           |    0.3230000000|                 |            |V1204 Sco
V1205 Sco |x|16 54 15.73|-41 51 39.9|DSCTC     |13.450|           |    0.0420000000|A5III:           |            |V1205 Sco
V1206 Sco |x|16 54 16.20|-41 50 26.1|LPB:      |10.740|           |    2.5000000000|B1.5V            |            |V1206 Sco
V1207 Sco |x|16 54 20.61|-41 49 28.6|BCEP:     |11.200|           |    0.1890000000|B1V(n)           |            |V1207 Sco
V1210 Sco |x|16 54 29.76|-41 55 38.8|GDOR:     |13.700|           |    0.2780000000|                 |            |V1210 Sco
V1212 Sco |*|16 54 31.22|-41 55 28.6|DSCTC     |10.300|           |    0.0896000000|                 |            |V1212 Sco
V1217 Sco |x|16 56 09.93|-40 36 33.9|DSCTC:    |13.300|           |    0.1120000000|A7               |            |V1217 Sco
V1218 Sco |x|16 56 11.58|-40 35 28.6|BCEP:     |10.400|           |    0.2600000000|B5               |            |V1218 Sco
V1221 Sco |x|16 56 28.60|-40 33 28.4|DSCT:     |12.500|           |    0.1100000000|F5               |            |V1221 Sco
V1223 Sco |x|16 56 43.32|-40 36 24.7|EA        |11.000|52468.57010|    1.9083000000|B1               |            |V1223 Sco
V1225 Sco |*|16 56 47.37|-40 47 27.6|EW:       |10.160|           |    0.7791625000|                 |            |V1225 Sco
V1226 Sco |x|17 02 24.97|-36 49 34.5|EA        |10.590|52929.46000|    2.0835500000|A0               |            |V1226 Sco
V1229 Sco |*|17 26 43.27|-42 13 55.7|EB        | 8.900|47921.79300|    1.8598390000|B4III            |            |V1229 Sco
V1237 Sco |x|17 51 24.25|-30 14 06.4|EA        |14.170|52061.86463|    2.8131000000|                 |            |V1237 Sco
V1282 Sco |x|16 07 04.88|-29 16 48.0|EA        |13.400|52535.58000|    2.1315000000|                 |            |V1282 Sco
V1283 Sco |x|16 08 17.01|-17 08 05.3|EB        | 8.580|48510.60700|    1.7587000000|A0V+K0III        |            |V1283 Sco
V1287 Sco |x|16 36 52.85|-28 05 34.2|CWB:      |13.200|53891.67000|    1.9557800000|                 |            |V1287 Sco
V1288 Sco |x|16 37 00.02|-45 19 07.2|EA        | 8.170|52040.78900|    1.1088970000|B3III            |            |V1288 Sco
V1293 Sco |x|16 53 57.59|-41 38 41.6|EA        | 9.770|53478.82500|    1.3177160000|B1V              |            |V1293 Sco
V1295 Sco |x|16 54 35.80|-41 25 22.9|EA        | 7.960|52439.64900|    2.1576700000|B0IVn            |            |V1295 Sco
V1301 Sco |*|17 05 18.72|-34 56 00.3|EA        |13.000|53634.55500|    1.9541000000|                 |            |V1301 Sco
V1305 Sco |*|17 28 40.04|-33 34 57.9|EB:       | 8.740|52452.59700|    1.2973200000|B2V:+B2V:        |            |V1305 Sco
V1307 Sco |x|17 37 41.70|-42 31 04.8|DSCT      | 9.890|           |    0.1170310000|A3               |            |V1307 Sco
V1319 Sco |*|15 55 51.59|-21 48 32.9|RRC       |11.350|53129.47600|    0.2541281000|                 |            |V1319 Sco
V1325 Sco |x|16 00 28.88|-29 11 52.8|EA        |12.450|53767.86430|    1.0113870000|                 |            |V1325 Sco
V1327 Sco |*|16 02 53.96|-20 22 48.0|RS        |12.250|           |    1.9531300000|K7               |            |V1327 Sco
V1331 Sco |*|16 23 53.21|-26 22 24.4|GDOR      |12.670|           |    1.0309900000|F2IV:            |            |V1331 Sco
V1334 Sco |x|16 28 59.65|-32 06 59.5|EA        |12.900|52766.82280|    2.9180130000|                 |            |V1334 Sco
V1354 Sco |x|16 42 14.61|-44 48 45.6|EB        |13.700|51342.55000|    0.9705400000|                 |            |V1354 Sco
V1363 Sco |x|16 49 38.61|-44 31 41.0|BCEP      |11.200|           |    0.1775964000|B2               |            |V1363 Sco
V1364 Sco |*|16 53 13.99|-43 44 58.0|BCEP      | 9.000|           |    0.2036040000|B2Iab            |            |V1364 Sco
V1373 Sco |x|17 00 18.68|-44 38 02.3|EA        |13.940|50647.65260|    0.7630000000|                 |            |V1373 Sco
V1412 Sco |x|17 01 19.82|-44 37 47.6|EA        |12.400|54739.52000|    2.3212900000|                 |            |V1412 Sco
V1430 Sco |x|17 07 58.00|-34 26 12.3|DSCT      | 9.510|           |    0.0837770000|A5               |            |V1430 Sco
V1452 Sco |*|17 12 18.35|-33 06 03.1|BCEP      | 9.420|           |    0.1807742000|B1/2Ib           |            |V1452 Sco
